"","client","sub","total","year","catcode"
"3258","Research Corporation Technologies","Research Corporation Technologies",80000,"1999","H4500"
"3259","Retractable Technologies","Retractable Technologies",0,"2011","H4100"
"3260","XOMA","XOMA",740000,"2008","H4300"
"3261","Zimek Technologies","Zimek Technologies",99000,"2010","H4500"
"3262","Exact Sciences Corp","Exact Sciences Corp",80000,"2005","H4500"
"3263","Novo Nordisk Pharmaceuticals","Novo Nordisk Pharmaceuticals",2052500,"2015","H4300"
"3264","Millennium Laboratories","Millennium Laboratories",80000,"2009","H4300"
"3265","Millennium/Takeda Oncology Co","Millennium/Takeda Oncology Co",1300000,"2013","H4300"
"3266","MiMedx Group","MiMedx Group",41250,"2013","H4500"
"3267","Momenta Pharmaceuticals","Momenta Pharmaceuticals",50000,"2010","H4300"
"3268","Momenta Pharmaceuticals","Momenta Pharmaceuticals",2e+05,"2011","H4300"
"3269","Amphastar Pharmaceuticals","Amphastar Pharmaceuticals",280000,"2006","H4300"
"3270","Anzenna Inc","Anzenna Inc",80000,"2008","H4300"
"3271","Apotex Inc","Apotex Inc",640000,"2014","H4300"
"3272","North American Rescue Products","North American Rescue Products",0,"2003","H4000"
"3273","Orthofix International","Orthofix Inc",80000,"2003","H4100"
"3274","SFBC International","SFBC International",60000,"2006","H4500"
"3275","VGM Group","VGM Group",120000,"2015","H4100"
"3276","DeRoyal Industries","DeRoyal Industries",80000,"2002","H4100"
"3277","DeRoyal Industries","DeRoyal Industries",101342,"2003","H4100"
"3278","DeRoyal Industries","DeRoyal Industries",40000,"2014","H4100"
"3279","Product Partners LLC","Product Partners LLC",170000,"2010","H4000"
"3280","Temp Time Inc","Temp Time Inc",120000,"2014","H4100"
"3281","Temp Time Inc","Temp Time Inc",120000,"2015","H4100"
"3282","S&S Technology","S&S Technology",25000,"2007","H4100"
"3283","Safe Life Corp","Safe Life Corp",90000,"2009","H4200"
"3284","Translational Genomics Research Inst","Translational Genomics Research Inst",80000,"2007","H4500"
"3285","Insmed","Insmed",90000,"2009","H4300"
"3286","Intl Assn Med Equip Remark & Servicers","Intl Assn Med Equip Remark & Servicers",0,"2007","H4100"
"3287","Orasure Technologies","Orasure Technologies",40000,"2012","H4100"
"3288","Jackson Laboratory","Jackson Laboratory",40000,"2007","H4500"
"3289","Onconova Therapeutics","Onconova Therapeutics",2e+05,"2006","H4300"
"3290","Orasure Technologies","Orasure Technologies",40000,"2013","H4100"
"3291","GlycoMimetics Inc","GlycoMimetics Inc",40000,"2010","H4500"
"3292","Gordian Medical Inc","Gordian Medical Inc",130000,"2014","H4100"
"3293","Edge Therapeutics Inc","Edge Therapeutics Inc",80000,"2012","H4300"
"3294","Edge Therapeutics Inc","Edge Therapeutics Inc",20000,"2013","H4300"
"3295","Salix Pharmaceuticals","Salix Pharmaceuticals",108900,"2008","H4300"
"3296","Genomic Health Inc","Genomic Health Inc",565000,"2012","H4500"
"3297","Genomic Health Inc","Genomic Health Inc",440000,"2013","H4500"
"3298","GenPhar Inc","GenPhar Inc                             ",40000,"2006","H4500"
"3299","GenPhar Inc","GenPhar Inc                             ",40000,"2007","H4500"
"3300","GenPhar Inc","GenPhar Inc                             ",40000,"2009","H4500"
"3301","Graceway Pharmaceuticals","Graceway Pharmaceuticals",50000,"2010","H4300"
"3302","Health Industry Distributors Assn","Health Industry Distributors Assn",2e+05,"2015","H4100"
"3303","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",160000,"2001","H4400"
"3304","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",1118413,"2014","H4400"
"3305","GlycoMimetics Inc","GlycoMimetics Inc",30000,"2011","H4500"
"3306","Morton Grove Pharmaceuticals Inc","Morton Grove Pharmaceuticals Inc",2e+05,"2010","H4300"
"3307","Morton Grove Pharmaceuticals Inc","Morton Grove Pharmaceuticals Inc",2e+05,"2011","H4300"
"3308","Healthcare Nutrition Council","Healthcare Nutrition Council",60000,"2014","H4100"
"3309","Healthcare Nutrition Council","Healthcare Nutrition Council",70000,"2015","H4100"
"3310","National Alliance for Infusion Therapy","National Alliance for Infusion Therapy",160000,"2000","H4100"
"3311","Bone Growth Stimulator Coalition","Bone Growth Stimulator Coalition",180000,"2006","H4100"
"3312","Natl Assn Public Health Stat & Info Syst","Natl Assn Public Health Stat & Info Syst",80000,"2012","H4500"
"3313","Natl Assn Public Health Stat & Info Syst","Natl Assn Public Health Stat & Info Syst",80000,"2013","H4500"
"3314","Product Partners LLC","Product Partners LLC",0,"2011","H4000"
"3315","Sorenson Communications","Sorenson Communications",250000,"2014","H4200"
"3316","Sorenson Communications","Sorenson Communications",1580000,"2015","H4200"
"3317","Aksys Ltd","Aksys Ltd",60000,"2004","H4100"
"3318","Hollister Inc","Hollister Inc",0,"2000","H4100"
"3319","Hollister Inc","Hollister Inc",20000,"2002","H4100"
"3320","Hollister Inc","Hollister Inc",2e+05,"2013","H4100"
"3321","Cetero Research","Cetero Research",90000,"2011","H4300"
"3322","Genencor International","Genencor International",220000,"2001","H4500"
"3323","KwikMed","KwikMed",102000,"2009","H4400"
"3324","Lannett Co","Lannett Co",0,"2016","H4400"
"3325","Thornhill Research","Thornhill Research",40000,"2006","H4100"
"3326","Thornhill Research","Thornhill Research",80000,"2009","H4100"
"3327","Tissue Regeneration Technologies","Tissue Regeneration Technologies",130000,"2007","H4100"
"3328","Translational Genomics Research Inst","Translational Genomics Research Inst",2e+05,"2013","H4500"
"3329","Panflu","Panflu",0,"2016","H4300"
"3330","Pharma Industry Labor Management Assn","Pharma Industry Labor Management Assn",520000,"2015","H4300"
"3331","Philadelphia Health & Education Corp","Philadelphia Health & Education Corp",60039,"2014","H4500"
"3332","Philadelphia Health & Education Corp","Philadelphia Health & Education Corp",60146,"2015","H4500"
"3333","Novo Nordisk Pharmaceuticals","Novo Nordisk Pharmaceuticals",1725000,"2009","H4300"
"3334","Innovative Biotherapies","Innovative Biotherapies                 ",0,"2004","H4500"
"3335","Insmed","Insmed",90000,"2010","H4300"
"3336","Insmed","Insmed",45000,"2011","H4300"
"3337","Aurora Imaging Technology","Aurora Imaging Technology",90000,"2008","H4100"
"3338","Biocryst Pharmaceuticals","Biocryst Pharmaceuticals",80000,"2005","H4300"
"3339","Biomet Inc","Biomet Inc",750000,"2012","H4100"
"3340","Biomet Inc","Biomet Inc",355000,"2013","H4100"
"3341","Bioprotection Systems","Bioprotection Systems",0,"2012","H4500"
"3342","Bioquiddity Inc","Bioquiddity Inc",45000,"2008","H4100"
"3343","Genomatica","Genomatica",38000,"2012","H4500"
"3344","Genomic Health Inc","Genomic Health Inc",160000,"2007","H4500"
"3345","Dendreon Corp","Dendreon Corp",440000,"2012","H4500"
"3346","Intl Contrast Ultrasound Society","Intl Contrast Ultrasound Society",170000,"2012","H4100"
"3347","Organogenesis Inc","Organogenesis Inc",160000,"2000","H4500"
"3348","Organogenesis Inc","Organogenesis Inc",150026,"2003","H4500"
"3349","Organogenesis Inc","Organogenesis Inc",6e+05,"2013","H4500"
"3350","PDP Holdings","PDP Holdings",30000,"2015","H4000"
"3351","Novavax Inc","Novavax Inc",60000,"2011","H4300"
"3352","Nuero Kinetics","Nuero Kinetics",50000,"2012","H4100"
"3353","Onconova Therapeutics","Onconova Therapeutics",10000,"2013","H4300"
"3354","Orasure Technologies","Orasure Technologies",40000,"2009","H4100"
"3355","Human Genome Sciences","Human Genome Sciences",120000,"2008","H4500"
"3356","I-Flow Corp","I-Flow Corp",0,"2007","H4100"
"3357","Idaho Technologies","Idaho Technologies",120000,"2007","H4500"
"3358","Orthocare Innovations","Orthocare Innovations",0,"2008","H4100"
"3359","Orthovita","Orthovita",50000,"2007","H4100"
"3360","Orthovita","Orthovita",72000,"2010","H4100"
"3361","Owens & Minor","Owens & Minor Distribution",0,"2007","H4100"
"3362","Patton Medical Devices","Patton Medical Devices",325000,"2009","H4100"
"3363","Pennslyvania Biotechnology Assn","Pennslyvania Biotechnology Assn",40000,"2009","H4500"
"3364","Insulet Corp","Insulet Corp",120000,"2011","H4200"
"3365","Insulet Corp","Insulet Corp",140000,"2016","H4200"
"3366","KCI USA","KCI USA",170000,"2016","H4100"
"3367","Orexigen Therapeutics Inc","Orexigen Therapeutics Inc",504000,"2014","H4300"
"3368","PDP Holdings","PDP Holdings",130000,"2013","H4000"
"3369","Vaxdesign Corp","Vaxdesign Corp",30000,"2009","H4500"
"3370","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",7e+05,"2006","H4400"
"3371","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",640000,"2007","H4400"
"3372","Ibis Biosciences","Ibis Biosciences",30000,"2008","H4500"
"3373","BioFire Diagnostics","BioFire Diagnostics",1e+05,"2012","H4100"
"3374","United Therapeautics","United Therapeautics",1e+05,"2002","H4300"
"3375","Intl Assn Med Equip Remark & Servicers","Intl Assn Med Equip Remark & Servicers",0,"2015","H4100"
"3376","IOGEN Corp","IOGEN Corp",86250,"2008","H4500"
"3377","IOGEN Corp","IOGEN Corp",10000,"2014","H4500"
"3378","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",894000,"2010","H4400"
"3379","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",1048000,"2011","H4400"
"3380","PrimeraDx","PrimeraDx",240000,"2009","H4100"
"3381","Research Corporation Technologies","Research Corporation Technologies",36000,"2011","H4500"
"3382","S&S Technology","S&S Technology",130000,"2008","H4100"
"3383","Health Hero Network","Health Hero Network",120000,"2005","H4200"
"3384","Health Industry Distributors Assn","Health Industry Distributors Assn",140000,"2008","H4100"
"3385","Healthcare Distribution Management Assn","Healthcare Distribution Management Assn",890000,"2009","H4400"
"3386","GlycoMimetics Inc","GlycoMimetics Inc",20000,"2009","H4500"
"3387","Graceway Pharmaceuticals","Graceway Pharmaceuticals",10000,"2009","H4300"
"3388","Natl Cltn of Pharmaceutical Distributors","Natl Cltn of Pharmaceutical Distributors",130000,"2013","H4400"
"3389","Buffalo Supply","Buffalo Supply",0,"2010","H4100"
"3390","Burnham at Lake Nona, Orlando","Burnham at Lake Nona, Orlando",105000,"2009","H4500"
"3391","Burnham Institute for Medical Research","Burnham Institute for Medical Research",45000,"2009","H4500"
"3392","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",110000,"1999","H4500"
"3393","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",85000,"2012","H4500"
"3394","Calspan-Univ of Buffalo Research Center","Calspan-Univ of Buffalo Research Center",80000,"2013","H4500"
"3395","Zimmer Holdings","Zimmer Holdings",60000,"2007","H4100"
"3396","Pharma Industry Labor Management Assn","Pharma Industry Labor Management Assn",440000,"2007","H4300"
"3397","Pharma Industry Labor Management Assn","Pharma Industry Labor Management Assn",490000,"2009","H4300"
"3398","Pharma Industry Labor Management Assn","Pharma Industry Labor Management Assn",390000,"2016","H4300"
"3399","Pharmathene Inc","Pharmathene Inc",189200,"2005","H4500"
"3400","Pittsburgh Life Sciences Greenhouse","Pittsburgh Life Sciences Greenhouse",40000,"2009","H4000"
"3401","ViroPharma Inc","ViroPharma Inc",240000,"2007","H4300"
"3402","Royal DSM NV","DSM Nutritional Products",320000,"2012","H4300"
"3403","Alere Inc","Alere Inc",889000,"2014","H4500"
"3404","Microdermis Corp","Microdermis Corp",50000,"2011","H4300"
"3405","Pharmaceutical Dist Security Alliance","Pharmaceutical Dist Security Alliance",80000,"2014","H4400"
"3406","Pharmaceutical Dist Security Alliance","Pharmaceutical Dist Security Alliance",20000,"2015","H4400"
"3407","Alkermes Plc","Alkermes Inc",880252,"2013","H4300"
"3408","Chelsea Therapeutics","Chelsea Therapeutics",220000,"2012","H4300"
"3409","Chelsea Therapeutics","Chelsea Therapeutics",90000,"2013","H4300"
"3410","VaxInnate Corp","VaxInnate Corp",240000,"2008","H4300"
"3411","Viagen Inc","Viagen Inc",115000,"2010","H4500"
"3412","Valneva SE","Valneva SE",122000,"2013","H4500"
"3413","Institut Merieux","BioFire Defense",60000,"2016","H4100"
"3414","Sepracor Inc","Sepracor Inc",90000,"2003","H4300"
"3415","Biorelix","Biorelix",0,"2007","H4500"
"3416","Lion-Vallen Industries","Lion-Vallen Industries",35000,"2009","H4100"
"3417","Hayes Inc","Hayes Inc",110000,"2010","H4100"
"3418","HemCon Medical Technologies","HemCon Medical Technologies",40000,"2005","H4100"
"3419","OSI Pharmaceuticals","OSI Pharmaceuticals",480000,"2009","H4300"
"3420","Otonomy Corp","Otonomy Corp",160000,"2010","H4500"
"3421","Pharmathene Inc","Pharmathene Inc",280000,"2006","H4500"
"3422","Pharmathene Inc","Pharmathene Inc",440000,"2007","H4500"
"3423","Pharmathene Inc","Pharmathene Inc",415050,"2016","H4500"
"3424","Philadelphia Health & Education Corp","Philadelphia Health & Education Corp",120839,"2009","H4500"
"3425","Innovative Biotherapies","Innovative Biotherapies                 ",0,"2003","H4500"
"3426","Insmed","Insmed",67500,"2008","H4300"
"3427","Aksys Ltd","Aksys Ltd",30000,"2006","H4100"
"3428","Dendreon Corp","Dendreon Corp",30000,"2015","H4500"
"3429","Canada International Pharmacy Assn","Canada International Pharmacy Assn",36000,"2004","H4300"
"3430","CCS Medical","CCS Medical",607019,"2013","H4100"
"3431","Cell Therapeutics","Cell Therapeutics",40000,"2001","H4500"
"3432","Cellerant Therapeutics","Cellerant Therapeutics",30000,"2012","H4500"
"3433","Cempra Pharmaceuticals","Cempra Pharmaceuticals",60000,"2006","H4300"
"3434","Cempra Pharmaceuticals","Cempra Pharmaceuticals",160000,"2009","H4300"
"3435","Spacelabs Healthcare","Spacelabs Healthcare",42200,"2010","H4500"
"3436","Healiance Pharmaceuticals","Healiance Pharmaceuticals",135000,"2013","H4300"
"3437","Myriad Genetics","Myriad Genetics",420000,"2012","H4500"
"3438","Verax Biomedical","Verax Biomedical",180000,"2011","H4500"
"3439","Verax Biomedical","Verax Biomedical",270000,"2016","H4500"
"3440","Vista Partners","Vista Partners",10000,"2009","H4100"
"3441","Stowers Institute for Medical Research","Stowers Institute for Medical Research",2e+05,"2009","H4500"
"3442","Temp Time Inc","Temp Time Inc",120000,"2010","H4100"
"3443","Tethys Bioscience","Tethys Bioscience",70000,"2012","H4500"
"3444","T2 Biosystems","T2 Biosystems",15000,"2009","H4500"
"3445","Lannett Co","Lannett Co",0,"2015","H4400"
"3446","Lifecell Corp","Lifecell Corp",120000,"2004","H4100"
"3447","Lifecell Corp","Lifecell Corp",120000,"2006","H4100"
"3448","Lifespan","Lifespan",1e+05,"2010","H4100"
"3449","Lion-Vallen Industries","Lion-Vallen Industries",40000,"2010","H4100"
"3450","Charlesson LLC","Charlesson LLC",40000,"2009","H4300"
"3451","Chimerix","Chimerix",260000,"2005","H4300"
"3452","Chimerix","Chimerix",90000,"2013","H4300"
"3453","Precise Biometrics","Precise Biometrics",20000,"2006","H4500"
"3454","Positron Corp","Positron Corp",10000,"2009","H4100"
"3455","Prasco Labs","Prasco Labs",4e+05,"2012","H4300"
"3456","Promedtek Inc","Promedtek Inc",0,"2015","H4100"
"3457","Genencor International","Genencor International",394000,"2009","H4500"
"3458","Lehigh Valley Technologies","Lehigh Valley Technologies",30000,"2008","H4300"
"3459","Lifeblood Medical","Lifeblood Medical",90000,"2008","H4500"
"3460","Lion-Vallen Industries","Lion-Vallen Industries",40000,"2011","H4100"
"3461","Infinia Corp","Infinia Corp",160000,"2008","H4100"
"3462","Inovio AS","Inovio AS",80000,"2007","H4500"
"3463","Traumacure","Traumacure",10000,"2009","H4100"
"3464","Triosyn Corp","Triosyn Corp",142500,"2003","H4500"
"3465","Novavax Inc","Novavax Inc",1e+05,"2016","H4300"
"3466","Novo Nordisk Pharmaceuticals","Novo Nordisk Pharmaceuticals",2686000,"2011","H4300"
"3467","Alkermes Plc","Alkermes Inc",164551,"2012","H4300"
"3468","Melinta Therapeutics","Melinta Therapeutics",180000,"2016","H4300"
"3469","Rib-X Pharmaceuticals","Rib-X Pharmaceuticals",120000,"2006","H4300"
"3470","Gambro AB","Gambro AB",493360,"2003","H4100"
"3471","Gambro AB","Gambro AB",680000,"2005","H4100"
"3472","California Life Sciences Assn","California Life Sciences Assn",1014000,"2015","H4000"
"3473","Actelion Ltd","Actelion Pharmaceuticals US",80000,"2006","H4300"
"3474","Romark Laboratories","Romark Laboratories",0,"2009","H4300"
"3475","Zimmer Holdings","Zimmer Holdings",80000,"2008","H4100"
"3476","Ikor Inc","Ikor Inc",40000,"2009","H4300"
"3477","Infinia Corp","Infinia Corp",312000,"2011","H4100"
"3478","Inovio AS","Inovio AS",80000,"2005","H4500"
"3479","Idaho Technologies","Idaho Technologies",80000,"2006","H4500"
"3480","Incitor Llc","Incitor Llc",60000,"2012","H4500"
"3481","InCode BioPharmaceutics","InCode BioPharmaceutics",30000,"2011","H4300"
"3482","Intl Partnership for Microbicides","Intl Partnership for Microbicides",70000,"2011","H4500"
"3483","IOGEN Corp","IOGEN Corp",150000,"2010","H4500"
"3484","Jarrow Formulas","Jarrow Formulas",0,"2004","H4400"
"3485","Jarrow Formulas","Jarrow Formulas",40000,"2011","H4400"
"3486","Alere Inc","Arriva Medical",30000,"2010","H4200"
"3487","Inverness Medical Innovations","Inverness Medical Innovations",120000,"2008","H4100"
