A,B,C,D,E,F
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA07 Estrone [DG:DG00464],D00312  Estrone sodium sulfate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA07 Estrone [DG:DG00464],D00948  Estropipate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA09 Promestriene,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA09 Promestriene,D07221  Promestriene (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain","G03CA53 Estradiol, combinations",
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA57 Conjugated estrogens [DG:DG00465],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA57 Conjugated estrogens [DG:DG00465],"D04070  Estrogens, conjugated (JAN/USP)"
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CA Natural and semisynthetic estrogens, plain",G03CA57 Conjugated estrogens [DG:DG00465],"D05987  Synthetic conjugated estrogens, B (USAN)"
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB01 Dienestrol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB01 Dienestrol,D00898  Dienestrol (USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB02 Diethylstilbestrol [DG:DG00466],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB02 Diethylstilbestrol [DG:DG00466],D00577  Diethylstilbestrol (USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB02 Diethylstilbestrol [DG:DG00466],D00946  Diethylstilbestrol diphosphate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB02 Diethylstilbestrol [DG:DG00466],D07826  Hexestrol diphosphate sodium
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB03 Methallenestril,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB03 Methallenestril,C07621  Methallenestril
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB04 Moxestrol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CB Synthetic estrogens, plain",G03CB04 Moxestrol,C14757  Moxestrol
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC02 Dienestrol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC02 Dienestrol,D00898  Dienestrol (USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC03 Methallenestril,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC03 Methallenestril,C07621  Methallenestril
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC04 Estrone [DG:DG00464],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC04 Estrone [DG:DG00464],D00067  Estrone (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC04 Estrone [DG:DG00464],D00312  Estrone sodium sulfate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC04 Estrone [DG:DG00464],D00948  Estropipate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC05 Diethylstilbestrol [DG:DG00466],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC05 Diethylstilbestrol [DG:DG00466],D00577  Diethylstilbestrol (USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC05 Diethylstilbestrol [DG:DG00466],D00946  Diethylstilbestrol diphosphate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC05 Diethylstilbestrol [DG:DG00466],D07826  Hexestrol diphosphate sodium
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],D00185  Estriol (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],D01986  Estriol tripropionate (JAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],D01989  Estriol diacetate benzoate (JAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],D07920  Estriol succinate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC06 Estriol [DG:DG00463],D07921  Estriol sodium succinate (BAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC07 Conjugated estrogens and bazedoxifene,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,"G03CC Estrogens, combinations with other drugs",G03CC07 Conjugated estrogens and bazedoxifene,D10579  Conjugated estrogens - bazedoxifene acetate mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,G03CX Other estrogens,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,G03CX Other estrogens,G03CX01 Tibolone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C ESTROGENS,G03CX Other estrogens,G03CX01 Tibolone,D01639  Tibolone (JAN/USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA01 Gestonorone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA01 Gestonorone,D01159  Gestonorone caproate (JAN/USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA02 Medroxyprogesterone [DG:DG00458],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA02 Medroxyprogesterone [DG:DG00458],D08166  Medroxyprogesterone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA02 Medroxyprogesterone [DG:DG00458],D00951  Medroxyprogesterone acetate (JP17/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA03 Hydroxyprogesterone [DG:DG00467],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA03 Hydroxyprogesterone [DG:DG00467],D08052  Hydroxyprogesterone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA03 Hydroxyprogesterone [DG:DG00467],D00949  Hydroxyprogesterone caproate (JAN/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA03 Hydroxyprogesterone [DG:DG00467],D08053  Hydroxyprogesterone 17alfa-acetate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA04 Progesterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DA Pregnen (4) derivatives,G03DA04 Progesterone,D00066  Progesterone (JP17/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB01 Dydrogesterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB01 Dydrogesterone,D01217  Dydrogesterone (JP17/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB02 Megestrol [DG:DG00457],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB02 Megestrol [DG:DG00457],D08167  Megestrol (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB02 Megestrol [DG:DG00457],D00952  Megestrol acetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB03 Medrogestone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB03 Medrogestone,D04885  Medrogestone (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB04 Nomegestrol [DG:DG00468],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB04 Nomegestrol [DG:DG00468],D07222  Nomegestrol (USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB04 Nomegestrol [DG:DG00468],D08281  Nomegestrol acetate (USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB05 Demegestone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB05 Demegestone,D07223  Demegestone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB06 Chlormadinone [DG:DG00469],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB06 Chlormadinone [DG:DG00469],D07670  Chlormadinone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB06 Chlormadinone [DG:DG00469],D01299  Chlormadinone acetate (JP17/USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB07 Promegestone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB07 Promegestone,D08431  Promegestone (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB08 Dienogest,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DB Pregnadien derivatives,G03DB08 Dienogest,D03799  Dienogest (JAN/USAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC01 Allylestrenol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC01 Allylestrenol,D01374  Allylestrenol (JAN/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC02 Norethisterone [DG:DG00456],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC02 Norethisterone [DG:DG00456],D00182  Norethindrone (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC02 Norethisterone [DG:DG00456],D00953  Norethindrone acetate (USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC02 Norethisterone [DG:DG00456],D08285  Norethisterone enantate
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC03 Lynestrenol,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC03 Lynestrenol,D01580  Lynestrenol (JAN/USAN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC04 Ethisterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC04 Ethisterone,C14487  Ethisterone
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC06 Etynodiol [DG:DG00470],
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC06 Etynodiol [DG:DG00470],D07939  Etynodiol (INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC06 Etynodiol [DG:DG00470],D01294  Ethynodiol diacetate (JAN/USP)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC31 Methylestrenolone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D PROGESTOGENS,G03DC Estren derivatives,G03DC31 Methylestrenolone,C14491  Normethandrolone
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA01 Methyltestosterone and estrogen,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,D01921  Estradiol - testosterone mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,D04451  Testosterone enanthate - testosterone propionate - estradiol dipropionate mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,D04453  Testosterone enanthate - Testosterone propionate - estradiol valerate mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,D04454  Testosterone enanthate - estradiol valerate mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA02 Testosterone and estrogen,D04472  Pregnenolone - androstenedione - testosterone - estrone - dried thyroide mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EA Androgens and estrogens,G03EA03 Prasterone and estrogen,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,"G03EB Androgen, progestogen and estrogen in combination",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EK Androgens and female sex hormones in combination with other drugs,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EK Androgens and female sex hormones in combination with other drugs,G03EK01 Methyltestosterone,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03E ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03EK Androgens and female sex hormones in combination with other drugs,G03EK01 Methyltestosterone,D00408  Methyltestosterone (JP17/USP/INN)
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,,,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,"G03FA Progestogens and estrogens, fixed combinations",,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,"G03FA Progestogens and estrogens, fixed combinations",G03FA01 Norethisterone and estrogen,
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,"G03FA Progestogens and estrogens, fixed combinations",G03FA01 Norethisterone and estrogen,D04462  Norethisterone - mestranol mixt
GENITO URINARY SYSTEM AND SEX HORMONES,G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F PROGESTOGENS AND ESTROGENS IN COMBINATION,"G03FA Progestogens and estrogens, fixed combinations",G03FA01 Norethisterone and estrogen,D04483  Ethinylestradiol - norethisterone mixt
